ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation,Cleaned_Review
"The plot was boring, and the writing was subpar.",1,Negative,Books,2015-07-17,Heidi7579,plot boring writing subpar
This product works perfectly. Highly recommended!,5,Positive,Electronics,2018-01-07,Sarah8332,product works perfectly highly recommended
"The plot was boring, and the writing was subpar.",5,Positive,Books,2021-10-13,Peter5801,plot boring writing subpar
"The book is okay, but not my favorite genre.",5,Positive,Books,2015-12-05,April3347,book okay favorite genre
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2018-07-13,Kimberly9874,amazing read gripping story loved
Terrible fit and poor quality fabric.,5,Positive,Clothing,2019-05-12,Ashley9414,terrible fit poor quality fabric
The device is fine but nothing exceptional.,3,Neutral,Electronics,2020-09-05,April3731,device fine nothing exceptional
The device is fine but nothing exceptional.,5,Positive,Electronics,2018-08-02,Lisa4552,device fine nothing exceptional
The material is average but wearable. I would not recommend this to anyone.,3,Neutral,Clothing,2020-09-08,Adrienne2043,material average wearable would recommend anyone
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2015-12-01,April9180,terrible fit poor quality fabric would recommend anyone
It stopped working after a week.,4,Positive,Electronics,2023-09-14,Daniel9596,stopped working week
"The plot was boring, and the writing was subpar.",5,Positive,Books,2015-11-01,Stephanie7455,plot boring writing subpar
"The book is okay, but not my favorite genre.",4,Positive,Books,2016-09-23,Rhonda8055,book okay favorite genre
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2015-08-21,Michael9223,material average wearable would recommend anyone
Fits perfectly and looks great!.,3,Neutral,Clothing,2021-06-25,Julie1306,fits perfectly looks great
An amazing read with a gripping story. Loved it!,2,Negative,Books,2021-06-23,Gina8663,amazing read gripping story loved
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2019-08-07,Tamara2536,fits perfectly looks great would definitely consider buying
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",3,Neutral,Books,2022-11-23,Dawn6128,book okay favorite genre would recommend anyone
An amazing read with a gripping story.,5,Positive,Books,2022-04-04,Chelsea3467,amazing read gripping story
Terrible fit and poor quality fabric.,1,Negative,Clothing,2022-05-18,Gregory6747,terrible fit poor quality fabric
The device is fine but nothing exceptional. I would not recommend this to anyone.,3,Neutral,Electronics,2016-11-22,Brenda9223,device fine nothing exceptional would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2016-09-27,Jamie8850,stopped working week really disappointed would recommend anyone
The material is average but wearable.,2,Negative,Clothing,2023-11-24,Christina1418,material average wearable
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,1,Negative,Electronics,2022-09-23,Christina6847,stopped working week really disappointed would recommend anyone
The device is fine but nothing exceptional. I would not recommend this to anyone.,4,Positive,Electronics,2021-02-10,Kristina3021,device fine nothing exceptional would recommend anyone
Terrible fit and poor quality fabric.,4,Positive,Clothing,2016-11-23,Richard5087,terrible fit poor quality fabric
The material is average but wearable.,2,Negative,Clothing,2019-08-03,Sean9640,material average wearable
Fits perfectly and looks great!,4,Positive,Clothing,2017-10-08,Kelly2853,fits perfectly looks great
This product works perfectly.,5,Positive,Electronics,2023-07-27,Tiffany4532,product works perfectly
The device is fine but nothing exceptional.,1,Negative,Electronics,2017-03-03,Amber5593,device fine nothing exceptional
This product works perfectly. Highly recommended!,1,Negative,Electronics,2021-08-03,Joseph7002,product works perfectly highly recommended
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2016-11-27,Angela1768,terrible fit poor quality fabric
This product works perfectly. Highly recommended!,1,Negative,Electronics,2015-11-11,Donald9617,product works perfectly highly recommended
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2022-01-23,Benjamin7602,product works perfectly highly recommended would definitely consider buying
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2022-09-15,Sean4466,stopped working week really disappointed would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2020-01-13,Carl5264,stopped working week really disappointed would recommend anyone
Fits perfectly and looks great!,2,Negative,Clothing,2021-02-02,William3216,fits perfectly looks great
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2020-03-12,Samantha3110,amazing read gripping story loved would definitely consider buying
The device is fine but nothing exceptional.,1,Negative,Electronics,2016-11-15,Robert9883,device fine nothing exceptional
Terrible fit and poor quality fabric.,2,Negative,Clothing,2016-05-19,Lauren3917,terrible fit poor quality fabric
"The plot was boring, and the writing was subpar.",5,Positive,Books,2019-01-03,James4299,plot boring writing subpar
This product works perfectly.,3,Neutral,Electronics,2019-09-25,Michael8714,product works perfectly
Terrible fit and poor quality fabric.,4,Positive,Clothing,2022-03-20,Sara5955,terrible fit poor quality fabric
Terrible fit and poor quality fabric.,2,Negative,Clothing,2022-02-20,Samuel3734,terrible fit poor quality fabric
Terrible fit and poor quality fabric. I would not recommend this to anyone.,5,Positive,Clothing,2018-01-04,Tiffany6788,terrible fit poor quality fabric would recommend anyone
Terrible fit and poor quality fabric.,2,Negative,Clothing,2023-09-12,Brandon2957,terrible fit poor quality fabric
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2016-12-08,Brittany2754,amazing read gripping story loved would definitely consider buying
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2022-07-07,Kaitlyn1940,book okay favorite genre would recommend anyone
"The book is okay, but not my favorite genre.",4,Positive,Books,2015-07-20,Daniel7538,book okay favorite genre
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",4,Positive,Books,2023-07-12,Jennifer3848,plot boring writing subpar would recommend anyone
Fits perfectly and looks great!.,1,Negative,Clothing,2017-09-04,Ashley1406,fits perfectly looks great
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2023-10-24,Hayley3569,product works perfectly highly recommended would definitely consider buying
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2022-08-15,Robert4709,book okay favorite genre would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2016-12-04,Jay4944,stopped working week really disappointed would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2020-01-20,Teresa8349,stopped working week really disappointed would recommend anyone
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2020-11-20,Cheyenne9995,material average wearable would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2022-08-15,Andrea8599,plot boring writing subpar would recommend anyone
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",3,Neutral,Books,2022-05-29,Megan3338,plot boring writing subpar would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2020-09-06,Kathleen5147,stopped working week really disappointed would recommend anyone
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2021-06-03,Justin3722,stopped working week really disappointed would recommend anyone
"The book is okay, but not my favorite genre.",2,Negative,Books,2021-08-10,April1383,book okay favorite genre
It stopped working after a week.,1,Negative,Electronics,2022-01-26,Michele3669,stopped working week
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-03-13,Amber2822,terrible fit poor quality fabric
This product works perfectly. Highly recommended!,2,Negative,Electronics,2017-08-26,Christina2168,product works perfectly highly recommended
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2019-07-01,Andrew9284,stopped working week really disappointed
Fits perfectly and looks great! Would definitely consider buying again!,5,Positive,Clothing,2019-07-23,Donald3858,fits perfectly looks great would definitely consider buying
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2019-05-20,Scott6453,fits perfectly looks great would definitely consider buying
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,3,Neutral,Electronics,2020-11-15,Gordon3177,stopped working week really disappointed would recommend anyone
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2020-12-26,Kimberly8534,device fine nothing exceptional would recommend anyone
