ReviewText,Rating,SentimentLabel,ProductCategory,ReviewDate,ReviewerInformation
Fits perfectly and looks great!,4,Positive,Clothing,2022-05-13,Bradley9449
Terrible fit and poor quality fabric.,3,Neutral,Clothing,2017-11-30,Ashley9171
This product works perfectly.,2,Negative,Electronics,2018-05-17,Cody7367
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",2,Negative,Books,2018-10-07,Joshua5021
The material is average but wearable. I would not recommend this to anyone.,2,Negative,Clothing,2019-01-11,Olivia1750
"The book is okay, but not my favorite genre.",1,Negative,Books,2015-09-30,Katherine3265
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2023-02-07,Robert8538
"The book is okay, but not my favorite genre.",3,Neutral,Books,2017-06-21,Alexandra8571
Fits perfectly and looks great!.,5,Positive,Clothing,2020-07-25,Timothy8327
"The plot was boring, and the writing was subpar.",5,Positive,Books,2023-08-09,Kayla7450
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2017-09-25,Stephanie8595
"The plot was boring, and the writing was subpar.",1,Negative,Books,2021-09-15,Annette1846
The material is average but wearable.,2,Negative,Clothing,2023-07-16,Tracey6692
The material is average but wearable.,5,Positive,Clothing,2022-05-12,Angela1637
An amazing read with a gripping story.,2,Negative,Books,2015-12-20,Jeff1512
Fits perfectly and looks great!,1,Negative,Clothing,2016-05-03,Eric1369
"The book is okay, but not my favorite genre.",1,Negative,Books,2015-02-07,Ruth5691
The material is average but wearable.,4,Positive,Clothing,2016-07-08,Christopher2542
An amazing read with a gripping story.,4,Positive,Books,2020-12-29,Kristin7860
"The book is okay, but not my favorite genre.",3,Neutral,Books,2015-09-16,Travis8708
The material is average but wearable.,4,Positive,Clothing,2020-01-14,Alexander9469
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2015-12-30,Brenda9889
The device is fine but nothing exceptional.,5,Positive,Electronics,2020-05-10,Manuel2149
"The plot was boring, and the writing was subpar.",1,Negative,Books,2019-12-13,Jeffery3135
Fits perfectly and looks great!,2,Negative,Clothing,2019-04-01,Katrina9032
Fits perfectly and looks great!,3,Neutral,Clothing,2017-11-19,Jessica4798
This product works perfectly.,1,Negative,Electronics,2018-04-06,Jerry1734
Terrible fit and poor quality fabric.,1,Negative,Clothing,2021-10-24,Gina1726
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2016-10-24,Jill5442
The material is average but wearable.,3,Neutral,Clothing,2015-09-19,Micheal1987
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2019-11-03,Charles5908
It stopped working after a week.,2,Negative,Electronics,2018-12-08,Dale2336
This product works perfectly. Highly recommended!,2,Negative,Electronics,2016-11-30,Ryan5339
This product works perfectly.,1,Negative,Electronics,2021-08-27,Elizabeth7631
The device is fine but nothing exceptional.,1,Negative,Electronics,2018-08-07,John8334
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2023-09-22,Christina2038
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2023-08-01,Daniel1023
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2022-12-29,Jo4670
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2023-09-15,Wendy8787
The device is fine but nothing exceptional.,3,Neutral,Electronics,2023-01-17,Henry8106
"The plot was boring, and the writing was subpar.",5,Positive,Books,2019-05-19,Ashley1230
The material is average but wearable.,3,Neutral,Clothing,2018-07-12,Ryan4977
The device is fine but nothing exceptional.,5,Positive,Electronics,2022-02-05,Javier7742
Fits perfectly and looks great!,2,Negative,Clothing,2022-11-14,Charles5855
An amazing read with a gripping story. Loved it!,3,Neutral,Books,2019-10-19,Jessica1665
This product works perfectly. Highly recommended! Would definitely consider buying again!,3,Neutral,Electronics,2020-11-09,Lori9565
It stopped working after a week. Really disappointed.,4,Positive,Electronics,2020-01-17,Shaun4068
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2017-12-25,Jason8368
Terrible fit and poor quality fabric. I would not recommend this to anyone.,3,Neutral,Clothing,2023-07-22,Christine4218
The device is fine but nothing exceptional. I would not recommend this to anyone.,3,Neutral,Electronics,2020-04-14,Lorraine2826
The device is fine but nothing exceptional.,2,Negative,Electronics,2021-12-03,Randy1653
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2021-06-23,Randy6716
The device is fine but nothing exceptional.,5,Positive,Electronics,2018-08-22,Amy4336
The material is average but wearable.,2,Negative,Clothing,2021-07-30,Jacob6197
"The plot was boring, and the writing was subpar. I would not recommend this to anyone.",5,Positive,Books,2017-05-14,Joshua1675
The material is average but wearable. I would not recommend this to anyone.,5,Positive,Clothing,2019-01-16,Suzanne7437
Terrible fit and poor quality fabric. I would not recommend this to anyone.,5,Positive,Clothing,2021-02-11,Courtney7071
The device is fine but nothing exceptional.,2,Negative,Electronics,2021-07-12,Jennifer4894
"The plot was boring, and the writing was subpar.",4,Positive,Books,2020-06-24,Emily2936
Terrible fit and poor quality fabric.,4,Positive,Clothing,2023-12-07,Ashley6992
Fits perfectly and looks great!.,2,Negative,Clothing,2023-06-23,Christopher3725
"The plot was boring, and the writing was subpar.",4,Positive,Books,2018-05-11,Andrew7561
It stopped working after a week. Really disappointed.,3,Neutral,Electronics,2021-02-17,Joyce1933
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2018-10-02,William1658
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",5,Positive,Books,2016-12-17,Michael1017
"The book is okay, but not my favorite genre.",5,Positive,Books,2022-09-01,Kylie9585
An amazing read with a gripping story.,4,Positive,Books,2019-10-12,Maria5113
Terrible fit and poor quality fabric.,1,Negative,Clothing,2022-02-10,George2464
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2022-02-09,Michael2409
This product works perfectly. Highly recommended!,5,Positive,Electronics,2023-09-08,Marcus7861
The material is average but wearable. I would not recommend this to anyone.,4,Positive,Clothing,2018-02-04,Marissa7545
The device is fine but nothing exceptional.,1,Negative,Electronics,2016-05-24,Matthew1359
An amazing read with a gripping story.,2,Negative,Books,2022-11-05,Lisa1675
Fits perfectly and looks great!,3,Neutral,Clothing,2015-11-09,Kaitlyn6241
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",1,Negative,Books,2023-08-27,Christy2444
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2022-10-19,Lisa8946
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,5,Positive,Electronics,2017-07-09,Bernard5243
Fits perfectly and looks great!,5,Positive,Clothing,2022-02-15,Timothy1260
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2022-11-27,John4743
This product works perfectly. Highly recommended!,1,Negative,Electronics,2017-05-08,Michael5656
The device is fine but nothing exceptional.,2,Negative,Electronics,2016-11-13,Jerry1882
It stopped working after a week.,1,Negative,Electronics,2023-01-23,James4891
Fits perfectly and looks great! Would definitely consider buying again!,4,Positive,Clothing,2015-07-24,Kathryn1717
Fits perfectly and looks great!.,4,Positive,Clothing,2021-03-10,John8359
The device is fine but nothing exceptional. I would not recommend this to anyone.,5,Positive,Electronics,2020-08-14,Katherine2776
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2015-04-14,Nathaniel2920
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,4,Positive,Electronics,2023-08-19,Justin5077
Fits perfectly and looks great!,1,Negative,Clothing,2022-03-10,Margaret9569
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2015-02-07,Elizabeth3589
"The book is okay, but not my favorite genre.",5,Positive,Books,2017-06-06,Donald9239
The material is average but wearable.,1,Negative,Clothing,2022-04-21,Steven8059
It stopped working after a week. Really disappointed.,2,Negative,Electronics,2016-12-30,Emily5882
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,2,Negative,Books,2020-02-02,Pamela8839
This product works perfectly. Highly recommended! Would definitely consider buying again!,5,Positive,Electronics,2022-06-24,Peter2951
Fits perfectly and looks great! Would definitely consider buying again!,3,Neutral,Clothing,2022-11-17,Michele3987
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2016-07-31,Albert9139
"The book is okay, but not my favorite genre.",1,Negative,Books,2018-06-17,Jose4945
Fits perfectly and looks great!,3,Neutral,Clothing,2023-08-16,Chelsea5440
Fits perfectly and looks great!,3,Neutral,Clothing,2018-11-12,Keith5428
Fits perfectly and looks great!.,5,Positive,Clothing,2018-07-12,Robert3079
An amazing read with a gripping story. Loved it!,5,Positive,Books,2022-10-27,Adam8423
The material is average but wearable.,5,Positive,Clothing,2017-04-28,Holly3654
Fits perfectly and looks great!.,1,Negative,Clothing,2017-12-15,Kimberly5876
Fits perfectly and looks great!,2,Negative,Clothing,2016-09-30,Alexandra3962
The device is fine but nothing exceptional. I would not recommend this to anyone.,1,Negative,Electronics,2023-01-03,Taylor7861
Terrible fit and poor quality fabric. I would not recommend this to anyone.,4,Positive,Clothing,2023-08-05,Jennifer4082
An amazing read with a gripping story.,5,Positive,Books,2022-07-11,James9111
"The book is okay, but not my favorite genre.",3,Neutral,Books,2022-12-17,Matthew4780
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,3,Neutral,Books,2016-02-15,Leah9288
The device is fine but nothing exceptional.,5,Positive,Electronics,2020-12-17,Maria2442
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2019-10-20,Jennifer4089
"The book is okay, but not my favorite genre. I would not recommend this to anyone.",4,Positive,Books,2022-10-08,Tyler7915
It stopped working after a week. Really disappointed.,1,Negative,Electronics,2019-05-13,Ashley5479
This product works perfectly. Highly recommended!,5,Positive,Electronics,2020-09-26,Lisa5397
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,1,Negative,Books,2019-08-05,Kelly8987
Fits perfectly and looks great!.,5,Positive,Clothing,2022-12-03,Donna9293
This product works perfectly. Highly recommended! Would definitely consider buying again!,1,Negative,Electronics,2018-08-18,Jonathan1443
"The plot was boring, and the writing was subpar.",1,Negative,Books,2019-06-05,Joan5588
Terrible fit and poor quality fabric. I would not recommend this to anyone.,2,Negative,Clothing,2023-12-21,Amber8925
An amazing read with a gripping story.,3,Neutral,Books,2018-03-10,Michael6641
Fits perfectly and looks great!,5,Positive,Clothing,2021-10-07,Darren3957
The device is fine but nothing exceptional.,2,Negative,Electronics,2021-02-17,Anthony2700
"The plot was boring, and the writing was subpar.",3,Neutral,Books,2020-06-15,Brian9707
The device is fine but nothing exceptional. I would not recommend this to anyone.,2,Negative,Electronics,2019-03-27,Edward1917
This product works perfectly. Highly recommended!,5,Positive,Electronics,2015-07-05,Caroline4729
Fits perfectly and looks great! Would definitely consider buying again!,1,Negative,Clothing,2017-12-05,Anthony5127
It stopped working after a week. Really disappointed. I would not recommend this to anyone.,2,Negative,Electronics,2022-05-23,Amanda1087
The material is average but wearable.,5,Positive,Clothing,2023-04-22,Kathryn9140
Terrible fit and poor quality fabric.,2,Negative,Clothing,2023-06-10,Mark4644
The device is fine but nothing exceptional.,2,Negative,Electronics,2015-01-28,Michael2310
"The book is okay, but not my favorite genre.",5,Positive,Books,2021-06-11,Chad3442
This product works perfectly. Highly recommended!,4,Positive,Electronics,2015-02-25,Tasha4777
Fits perfectly and looks great! Would definitely consider buying again!,2,Negative,Clothing,2020-04-30,Nicole9793
Terrible fit and poor quality fabric.,5,Positive,Clothing,2020-07-21,Seth5449
An amazing read with a gripping story. Loved it! Would definitely consider buying again!,4,Positive,Books,2023-09-05,Caitlin1043
"The book is okay, but not my favorite genre.",1,Negative,Books,2016-10-24,Richard7626
